pred_a,pred_b,pred_c,result
26.044482854951756,9.334250317924749,2.422818391039741,243.1464830138874
14.930129907168231,8.937795553603271,4.792395805145617,133.3676011070472
37.96544872856649,9.28713238403458,3.3270977479846477,352.81345424825764
24.561404450507744,8.42373322838612,6.490652714077689,207.42616852627458
40.049128935728,8.770632537734393,3.1060843317023648,351.5047422086697
13.930300531386553,8.454389115376747,2.455332172879248,119.0721787535431
43.77682942281629,8.356770873344834,3.5742842788608913,366.09601057867155
22.449793579312303,9.049004402697038,6.708424250650655,203.43573992309098
29.39039989073914,9.45165553930574,5.82032818869945,277.62130285905283
29.712441950996105,9.443584842488713,4.312650175786622,280.21991373017727
17.428845233893433,8.349376004540005,3.3252425157405887,145.5176895467597
23.051048335386515,8.479980754050436,4.287901572617559,196.11754450146088
20.83664876137236,8.98543100589255,3.9043970430345483,188.22429916361952
38.93854533345087,8.40480401870108,5.942411318425138,327.0707611000539
14.093905767667687,9.41273098432351,2.185657875407014,132.95427393389227
30.93024303650634,8.771386210278457,3.516310248627712,272.08614330444897
37.04029388879919,8.951220468854551,4.276912302300056,331.6489296620394
23.780600621933598,9.567577762937537,4.533645686491234,228.31680530084785
26.319953787049343,8.158784500249403,2.279803334189256,214.90048519474973
32.07850379040954,8.782000718714526,4.006649016804694,282.43371918049905
15.020577168391153,9.34805274793266,5.69926727302377,140.23427901488267
31.760069770918747,8.600178668314442,3.3636800985266375,273.22259279145516
22.51191522372368,8.450871019919193,1.4713825434179986,189.88257920060371
22.89560165659153,8.85491427523096,2.2564228874634056,203.24507884985027
40.10876111884124,9.356452828385486,4.964040943726595,375.906354955778
16.062830484270282,8.26468589535977,2.6403798158590894,132.57799329788185
21.203425649926672,8.83574369619715,3.0456119634132954,187.95783713986364
21.310884776940107,8.88988607752934,3.2428463353405426,190.04167622410108
26.458922436687615,8.964501637729356,3.5834283118129235,237.41747605241835
35.59413385203614,9.197740424858443,3.7615591608419114,327.31480473072554
14.426767509313194,8.989697872111547,1.0891301335863008,129.4863624050582
26.19995439688359,9.809827369306369,4.321246465895907,256.4303458145054
21.76103863650822,9.119531994210776,0.7942042216930918,198.47214095173246
42.36456014538442,8.493899988670384,5.17940752701953,359.8671018689903
20.427747168517396,10.399250104819313,2.372723116333328,211.9733849014919
34.71816460473373,9.783794099559746,5.267763044745001,339.73281881477334
35.86498914262432,8.884508530833894,3.3129177841250583,318.68887736384954
31.293643103444893,9.44057843069431,3.020824076273267,294.7779243153639
25.45043947046514,9.114194626184196,2.4477653025052466,231.9550476818759
30.156123436567288,8.762690090921554,9.186822367431178,263.66342025441713
34.865646598386554,8.378673198597516,3.3307289751359552,292.31715793874685
14.592010024233689,7.214730358249695,3.0794913672218596,104.68648756235544
