pred_a,pred_b,pred_c,result
36.46886644253565,4.773405254242133,97.21892934810403,831.1514991260033
40.93526931839494,4.257125347694459,101.09742810816829,741.1635286576023
33.36350809012121,3.968026271934536,97.88460540214062,525.6556890467026
41.493580422309265,3.1779131242999594,99.93083164064095,418.8247313373581
34.305444599004446,4.160624596197163,101.71382185146551,593.6428931620832
38.490579341233776,4.07751430461608,96.28228028805675,641.2511542843323
35.543860285728464,4.708885507809832,101.63958863202457,788.1126323309899
36.71287025248228,4.398920407223361,100.6471031798332,710.4761947227993
36.0584502059476,3.9488025439751446,101.88718376027171,562.3041516087542
46.00458883261577,4.321102421397893,101.52640574999928,859.6750051037327
36.45675005289439,3.9347462664687196,98.17928655202816,564.2855794339354
34.38621549968918,3.6837574522511853,101.05736503243483,466.8546944601976
40.62522360576448,5.06131079312034,101.2576731723058,1040.4674230996898
33.800406518763175,4.49932010860729,98.96086734939877,684.445325643327
33.71637611458411,4.242125550960884,96.84756963753678,607.0617387321375
36.79843500780989,4.164191408289285,98.10066714046128,638.6348041760065
41.53715685533586,4.024478349575004,96.03949973110204,672.6140256057838
35.89324768238894,3.702355476426471,103.45445544362299,492.11357513666707
34.91922354005922,4.2744543845234295,96.97692261722445,638.0847973495063
40.55814702558299,4.059008564784914,100.39257171072175,668.6716036476384
39.06098929182549,4.054187933663839,104.50422063850466,642.1435356690024
39.864282087349544,3.9180942981794398,98.61586615634522,612.6144272830403
44.037827904030685,3.0885792497903353,97.90239495752714,420.40224856494575
38.44319170137051,3.750219798955281,100.17226271793857,541.0269321441833
33.40131636963632,3.5460867029085255,100.3683877920327,419.3717804808325
38.663199630978404,3.9842165814981145,100.89873384800099,613.582076622915
37.15531948007055,4.149086283771108,101.00302083542196,639.5183871165841
38.946139172810256,4.024555729573051,101.58312611082849,631.138653455803
38.13491963357435,3.58110233787799,104.40872380386315,488.79348766921703
44.609992640556904,4.333315139663445,103.24666865281041,837.546665257811
35.29628997166855,3.3350578323469904,97.88012602211973,392.6414623068952
36.82342148490372,4.5572620495483385,99.46405489593693,764.1476694501177
32.21717909742162,4.044716855370994,101.769359861869,527.1266539397469
36.674635833458176,3.4036326812491056,101.38475184879634,425.2656291415624
32.46753681079396,4.0191646846680555,99.6710943749948,524.2183698938072
34.63490136787524,4.751907665881145,99.11290581992557,781.9416604528872
40.46781900514028,4.319105957913038,101.63932494834535,755.923585134892
39.886439258605975,4.434375290431863,98.61908578431385,784.5924777730949
37.48822902032347,4.149718967509156,97.76368439577547,645.5604920040672
41.31654703222234,4.882994653451038,99.90298804267206,984.4375512195619
43.30552823135142,4.106822030302387,100.20847888271453,730.3603371065674
37.796762235919495,4.080533666794711,102.51968183197778,629.8207162606146
42.29529568053892,3.888441402456063,102.49985983802594,639.585852481973
32.877858326318886,4.1919285195651375,98.19509422429653,577.6408642037245
35.26928390784402,4.3731078347959835,101.34391008319206,674.6762695770213
39.33570862022931,4.080763549581708,97.7553239091268,655.4952821694451
32.6241385028784,4.717013958385215,103.31801950873577,726.1584720652132
44.52426355366361,4.28071447650918,98.32146166330111,816.0691580991835
36.80054536551919,3.892351365423049,98.89998894345014,556.9891002370196
34.07371330264364,4.972158582050455,98.94902395023183,842.9543500405437
37.593205133004794,4.141252768840362,98.89555872967672,644.320078529455
28.182833543963106,3.835736383610364,99.97574409233364,414.97017149219727
38.55849759869201,4.475324375255343,97.9975951259382,773.1136302513968
41.740942388872064,3.672361737510765,100.29472102336739,562.907281025559
38.57604533480618,3.4949840739275495,99.9919477964449,471.3967359474917
44.95618019454482,3.940677479560314,99.72037788217654,697.9143061236409
38.054428638203866,3.9665953474989926,100.44433257477372,599.3177471466336
36.687328185129545,3.8864237329424163,99.73359065145235,553.884007095175
40.28743272516311,4.35816812312506,103.33073586312658,765.3214383457357
35.692749518038354,4.442676045521297,101.59511780704422,703.96666023897
39.22651209372129,4.367517353758528,99.32259603385312,747.4455481310821
31.493724864965117,3.62903059586646,100.31816296772654,414.3623811728671
35.58709687623151,4.050530732893026,98.42558283062162,583.768090909294
37.284014839682506,3.750913144116203,100.70152864774388,525.5941894138684
38.74057883176381,5.0563398682067335,103.00318741542324,990.341821420409
34.907811360477154,3.9207034488173904,99.41865924628497,537.3506409518969
35.09392059940635,3.744239683105104,99.12425966915401,492.24013214232156
42.33249695601824,4.350382092436424,99.82730791159918,801.8446353625633
36.93444629709147,3.7734408878926473,105.18158761922045,526.168760396842
39.51600047667588,3.6094711732970066,100.24048432610896,514.8707064304747
34.53679391209848,4.159601191394347,101.16929466871268,597.8960153733705
36.153702013742055,3.7133003940187908,96.51078268846342,497.8394702779734
29.77712025383679,3.9254548613890887,103.15015730828677,458.65730727283034
38.04110822972208,3.818770000277746,98.45650553135984,555.537433158869
39.41727073047868,4.493216931713804,96.52354780356309,795.7908632929444
41.50097242347898,4.068857831713683,99.38530417532179,687.7789062838552
27.29615080345316,3.412837332412463,98.93190417754619,317.8572716674228
38.786131738494966,3.7167647554148253,98.96236440416442,535.8881611114273
37.39412770793486,4.072307109776274,99.09753702723121,619.7262037876113
39.938267052003425,3.938510423099913,99.97429218600168,619.9524027041344
